TradeID,B/S,OrdQty,Exch,Contract,Price,Account,TIF,Type,Timestamp
T0002,S,280,CME,NQM5,16504.09,TRADER_B,Day,Limit,2024-11-01 08:30:01.070
T0112,S,285,CME,ESM5,4250.54,TRADER_B,IOC,Limit,2024-11-01 08:30:07.560
T0041,B,190,CME,ZBM5,141946.41,TRADER_A,IOC,Limit,2024-11-01 08:30:04.018
T0202,B,465,CME,ESM5,4248.48,TRADER_B,IOC,Limit,2024-11-01 08:30:12.080
T0227,S,190,CME,ZBM5,141913.54,TRADER_B,GTC,Limit,2024-11-01 08:30:13.324
T0135,S,55,CME,ESM5,4247.74,TRADER_E,GTC,Limit,2024-11-01 08:30:08.712
T0140,B,170,CME,ZBM5,141981.34,TRADER_E,GTC,Limit,2024-11-01 08:30:08.983
T0097,S,350,CME,NQM5,16497.68,TRADER_B,GTC,Stop,2024-11-01 08:30:06.811
T0163,B,315,CME,ZBM5,141894.27,TRADER_C,Day,Market,2024-11-01 08:30:09.103
T0085,B,320,CME,ESM5,4251.22,TRADER_E,Day,Limit,2024-11-01 08:30:06.210
T0086,S,320,CME,ZBM5,141908.3,TRADER_A,Day,Limit,2024-11-01 08:30:06.281
T0161,S,5,CME,ESM5,4249.22,TRADER_A,GTC,Market,2024-11-01 08:30:09.026
T0072,S,45,ICE,RTY,1997.46,TRADER_B,IOC,Market,2024-11-01 08:30:05.550
T0172,B,80,ICE,RTY,1998.75,TRADER_B,Day,Limit,2024-11-01 08:30:09.575
T0046,S,5,CME,GC,1949.59,TRADER_A,Day,Stop,2024-11-01 08:30:04.288
T0008,B,290,CME,ZBM5,142057.96,TRADER_C,GTC,Limit,2024-11-01 08:30:02.360
T0173,S,145,ICE,RTY,2000.92,TRADER_C,Day,Stop,2024-11-01 08:30:09.631
T0105,S,180,ICE,RTY,1999.6,TRADER_E,Day,Limit,2024-11-01 08:30:07.215
T0132,B,15,ICE,RTY,2000.03,TRADER_B,Day,Stop,2024-11-01 08:30:08.582
T0039,B,310,CME,GC,1949.28,TRADER_D,Day,Limit,2024-11-01 08:30:02.920
T0130,S,175,CME,GC,1949.78,TRADER_E,Day,Limit,2024-11-01 08:30:08.490
T0247,B,120,CME,ZBM5,142098.66,TRADER_B,GTC,Limit,2024-11-01 08:30:13.320
T0215,B,130,CME,GC,1951.81,TRADER_E,Day,Limit,2024-11-01 08:30:11.742
T0038,B,295,CME,NQM5,16490.56,TRADER_C,Day,Limit,2024-11-01 08:30:02.868
T0042,B,280,CME,ZBM5,142042.69,TRADER_B,IOC,Limit,2024-11-01 08:30:03.070
T0096,B,395,CME,ESM5,4250.66,TRADER_A,IOC,Market,2024-11-01 08:30:06.757
T0169,B,425,CME,ESM5,4255.34,TRADER_D,Day,Limit,2024-11-01 08:30:09.437
T0201,B,260,ICE,RTY,2002.87,TRADER_A,GTC,Limit,2024-11-01 08:30:12.002
T0152,B,325,CME,ZBM5,141935.25,TRADER_B,Day,Limit,2024-11-01 08:30:08.554
T0059,S,370,CME,ESM5,4248.78,TRADER_D,Day,Limit,2024-11-01 08:30:04.919
T0082,S,35,ICE,RTY,2000.26,TRADER_B,Day,Limit,2024-11-01 08:30:05.073
T0224,S,295,CME,ESM5,4250.15,TRADER_D,Day,Limit,2024-11-01 08:30:12.164
T0216,B,400,CME,ZBM5,141898.32,TRADER_A,Day,Limit,2024-11-01 08:30:11.755
T0148,B,340,ICE,RTY,1998.56,TRADER_C,Day,Limit,2024-11-01 08:30:09.393
T0171,S,435,CME,ESM5,4251.31,TRADER_A,IOC,Limit,2024-11-01 08:30:09.511
T0047,B,200,CME,ESM5,4246.28,TRADER_B,Day,Limit,2024-11-01 08:30:03.306
T0159,S,295,CME,ZBM5,141977.6,TRADER_D,Day,Market,2024-11-01 08:30:08.949
T0236,B,240,CME,ZBM5,142028.17,TRADER_A,Day,Market,2024-11-01 08:30:13.762
T0101,S,55,CME,ESM5,4251.31,TRADER_A,Day,Market,2024-11-01 08:30:06.018
T0143,B,65,ICE,RTY,1998.92,TRADER_C,GTC,Limit,2024-11-01 08:30:08.123
T0243,B,215,CME,GC,1949.24,TRADER_C,Day,Market,2024-11-01 08:30:13.120
T0027,S,130,CME,ZBM5,142003.98,TRADER_B,Day,Limit,2024-11-01 08:30:03.341
T0209,B,175,CME,ESM5,4251.82,TRADER_D,Day,Market,2024-11-01 08:30:11.415
T0218,B,450,CME,ESM5,4248.53,TRADER_C,IOC,Limit,2024-11-01 08:30:12.888
T0068,B,395,ICE,RTY,2001.28,TRADER_C,Day,Stop,2024-11-01 08:30:04.359
T0080,B,500,CME,ESM5,4250.4,TRADER_E,Day,Market,2024-11-01 08:30:05.959
T0219,B,240,CME,NQM5,16488.58,TRADER_D,GTC,Limit,2024-11-01 08:30:12.926
T0190,S,335,CME,ESM5,4246.55,TRADER_E,Day,Market,2024-11-01 08:30:10.491
T0136,B,150,CME,ESM5,4252.92,TRADER_A,IOC,Market,2024-11-01 08:30:08.750
T0158,B,200,ICE,RTY,1999.84,TRADER_C,IOC,Limit,2024-11-01 08:30:09.859
T0021,B,315,CME,ZBM5,142131.56,TRADER_A,IOC,Market,2024-11-01 08:30:02.022
T0004,S,90,CME,ZBM5,142130.08,TRADER_D,Day,Stop,2024-11-01 08:30:01.154
T0067,S,380,CME,ESM5,4251.28,TRADER_B,IOC,Limit,2024-11-01 08:30:05.310
T0029,B,475,CME,NQM5,16499.51,TRADER_D,Day,Limit,2024-11-01 08:30:03.423
T0083,B,110,CME,ESM5,4249.35,TRADER_C,Day,Limit,2024-11-01 08:30:05.141
T0211,S,50,CME,CL,74.91,TRADER_A,GTC,Limit,2024-11-01 08:30:12.546
T0231,B,20,CME,ESM5,4250.53,TRADER_A,GTC,Limit,2024-11-01 08:30:13.547
T0137,B,125,CME,ZBM5,142088.05,TRADER_B,IOC,Limit,2024-11-01 08:30:08.822
T0050,S,160,CME,NQM5,16498.38,TRADER_E,IOC,Market,2024-11-01 08:30:04.458
T0239,B,210,CME,ZBM5,141928.08,TRADER_D,GTC,Limit,2024-11-01 08:30:13.931
T0133,B,295,CME,ESM5,4252.77,TRADER_C,Day,Limit,2024-11-01 08:30:07.632
T0210,S,445,CME,CL,74.88,TRADER_E,IOC,Market,2024-11-01 08:30:12.475
T0020,B,230,CME,ESM5,4254.29,TRADER_E,IOC,Limit,2024-11-01 08:30:01.982
T0054,S,100,CME,NQM5,16509.17,TRADER_D,Day,Limit,2024-11-01 08:30:03.681
T0060,B,410,ICE,RTY,1999.49,TRADER_E,IOC,Limit,2024-11-01 08:30:03.972
T0134,S,65,ICE,RTY,1999.62,TRADER_D,IOC,Limit,2024-11-01 08:30:07.662
T0091,B,50,CME,GC,1949.98,TRADER_A,GTC,Market,2024-11-01 08:30:05.515
T0123,B,170,CME,GC,1949.66,TRADER_C,IOC,Limit,2024-11-01 08:30:08.122
T0189,S,275,CME,CL,75.05,TRADER_D,Day,Limit,2024-11-01 08:30:11.416
T0066,B,145,CME,NQM5,16513.46,TRADER_A,GTC,Limit,2024-11-01 08:30:05.298
T0058,B,465,CME,ESM5,4251.44,TRADER_C,Day,Stop,2024-11-01 08:30:03.895
T0014,B,35,ICE,RTY,1999.44,TRADER_D,GTC,Limit,2024-11-01 08:30:02.654
T0139,B,180,CME,ZBM5,141957.08,TRADER_D,Day,Limit,2024-11-01 08:30:08.945
T0001,B,225,CME,ESM5,4252.9,TRADER_A,GTC,Market,2024-11-01 08:30:02.030
T0070,B,225,CME,ZBM5,141917.6,TRADER_E,IOC,Limit,2024-11-01 08:30:04.493
T0013,B,470,CME,GC,1948.76,TRADER_C,Day,Market,2024-11-01 08:30:02.634
T0217,S,305,CME,CL,75.06,TRADER_B,GTC,Limit,2024-11-01 08:30:11.822
T0232,B,10,ICE,RTY,1997.87,TRADER_B,IOC,Limit,2024-11-01 08:30:12.566
T0131,S,195,ICE,RTY,2000.83,TRADER_A,IOC,Stop,2024-11-01 08:30:07.520
T0126,S,190,CME,CL,74.97,TRADER_A,IOC,Limit,2024-11-01 08:30:07.269
T0075,B,215,ICE,RTY,2000.38,TRADER_E,IOC,Market,2024-11-01 08:30:04.738
T0074,B,240,CME,ESM5,4246.81,TRADER_D,Day,Market,2024-11-01 08:30:04.673
T0078,S,30,ICE,RTY,1999.9,TRADER_C,GTC,Limit,2024-11-01 08:30:04.865
T0160,B,295,CME,ESM5,4246.89,TRADER_E,Day,Limit,2024-11-01 08:30:09.995
T0237,B,245,CME,ESM5,4251.79,TRADER_B,GTC,Limit,2024-11-01 08:30:13.815
T0141,B,280,CME,ZBM5,142024.2,TRADER_A,GTC,Limit,2024-11-01 08:30:09.019
T0228,S,155,ICE,RTY,2000.93,TRADER_C,GTC,Limit,2024-11-01 08:30:13.351
T0221,S,20,CME,ZBM5,141932.17,TRADER_A,GTC,Limit,2024-11-01 08:30:13.007
T0094,B,45,CME,GC,1950.52,TRADER_D,Day,Market,2024-11-01 08:30:05.685
T0024,S,445,CME,NQM5,16495.5,TRADER_D,IOC,Market,2024-11-01 08:30:02.179
T0071,S,260,CME,NQM5,16504.8,TRADER_A,Day,Limit,2024-11-01 08:30:04.542
T0012,S,105,CME,ZBM5,142062.67,TRADER_B,Day,Limit,2024-11-01 08:30:02.571
T0127,S,75,CME,GC,1950.46,TRADER_B,Day,Market,2024-11-01 08:30:08.310
T0235,B,145,CME,NQM5,16502.14,TRADER_E,IOC,Market,2024-11-01 08:30:12.705
T0033,S,440,CME,ESM5,4253.69,TRADER_C,Day,Market,2024-11-01 08:30:02.627
T0088,S,145,CME,NQM5,16497.02,TRADER_C,IOC,Stop,2024-11-01 08:30:05.379
T0069,B,75,CME,NQM5,16498.04,TRADER_D,GTC,Limit,2024-11-01 08:30:05.421
T0040,B,5,ICE,RTY,1998.97,TRADER_E,Day,Limit,2024-11-01 08:30:02.963
T0115,S,240,CME,GC,1951.17,TRADER_E,Day,Market,2024-11-01 08:30:07.741
T0197,S,415,CME,GC,1951.17,TRADER_B,IOC,Limit,2024-11-01 08:30:11.840
T0099,B,90,CME,GC,1947.98,TRADER_D,Day,Market,2024-11-01 08:30:06.945
T0119,S,40,ICE,RTY,2000.37,TRADER_D,IOC,Market,2024-11-01 08:30:06.932
T0053,B,315,CME,ZBM5,142107.51,TRADER_C,GTC,Limit,2024-11-01 08:30:03.603
T0153,S,275,CME,NQM5,16499.35,TRADER_C,IOC,Limit,2024-11-01 08:30:08.611
T0157,S,25,CME,CL,75.09,TRADER_B,GTC,Market,2024-11-01 08:30:09.839
T0213,B,365,ICE,RTY,2001.4,TRADER_C,Day,Limit,2024-11-01 08:30:12.612
T0003,S,125,CME,ZBM5,142072.35,TRADER_C,GTC,Market,2024-11-01 08:30:01.138
T0035,B,35,CME,ZBM5,141950.85,TRADER_E,IOC,Limit,2024-11-01 08:30:02.720
T0214,S,55,CME,GC,1950.83,TRADER_D,Day,Market,2024-11-01 08:30:11.672
T0090,S,325,CME,NQM5,16479.26,TRADER_E,Day,Market,2024-11-01 08:30:06.454
T0025,B,255,CME,ESM5,4244.66,TRADER_E,Day,Limit,2024-11-01 08:30:02.233
T0018,B,230,CME,ESM5,4254.18,TRADER_C,GTC,Limit,2024-11-01 08:30:02.895
T0150,S,250,ICE,RTY,1999.12,TRADER_E,Day,Limit,2024-11-01 08:30:09.477
T0138,B,120,CME,NQM5,16499.28,TRADER_C,Day,Limit,2024-11-01 08:30:07.877
T0044,S,35,CME,ZBM5,141996.76,TRADER_D,GTC,Market,2024-11-01 08:30:04.189
T0178,B,75,CME,NQM5,16494.1,TRADER_C,Day,Market,2024-11-01 08:30:09.886
T0061,B,280,CME,ESM5,4246.97,TRADER_A,Day,Limit,2024-11-01 08:30:04.023
T0114,B,145,CME,ZBM5,142104.09,TRADER_D,Day,Market,2024-11-01 08:30:06.655
T0194,B,170,CME,GC,1950.59,TRADER_D,IOC,Limit,2024-11-01 08:30:10.676
T0195,S,330,CME,ZBM5,142024.91,TRADER_E,Day,Market,2024-11-01 08:30:10.701
T0226,B,150,CME,GC,1950.37,TRADER_A,IOC,Market,2024-11-01 08:30:13.259
T0026,S,185,CME,ZBM5,142022.98,TRADER_A,Day,Limit,2024-11-01 08:30:03.284
T0144,B,410,CME,ESM5,4250.42,TRADER_D,Day,Market,2024-11-01 08:30:08.163
T0092,B,230,CME,GC,1949.5,TRADER_B,Day,Limit,2024-11-01 08:30:05.597
T0208,S,180,CME,ZBM5,142067.05,TRADER_C,Day,Limit,2024-11-01 08:30:12.360
T0032,S,175,CME,ESM5,4250.13,TRADER_B,Day,Market,2024-11-01 08:30:03.577
T0179,S,415,CME,ZBM5,141942.46,TRADER_D,Day,Stop,2024-11-01 08:30:10.917
T0203,B,455,ICE,RTY,1999.69,TRADER_C,GTC,Limit,2024-11-01 08:30:12.132
T0063,B,40,CME,CL,74.97,TRADER_C,GTC,Stop,2024-11-01 08:30:04.110
T0242,S,310,CME,ZBM5,142022.63,TRADER_B,Day,Limit,2024-11-01 08:30:13.063
T0230,B,260,CME,CL,75.04,TRADER_E,Day,Limit,2024-11-01 08:30:13.450
T0076,B,325,CME,ESM5,4251.33,TRADER_A,Day,Limit,2024-11-01 08:30:04.773
T0198,S,15,CME,ESM5,4249.72,TRADER_C,Day,Limit,2024-11-01 08:30:11.877
T0045,B,175,CME,ZBM5,142123.62,TRADER_E,GTC,Market,2024-11-01 08:30:04.249
T0019,S,170,CME,GC,1950.69,TRADER_D,Day,Limit,2024-11-01 08:30:02.928
T0073,S,435,CME,ZBM5,142023.73,TRADER_C,IOC,Limit,2024-11-01 08:30:04.636
T0022,S,145,CME,ZBM5,142035.85,TRADER_B,GTC,Limit,2024-11-01 08:30:03.066
T0009,B,60,CME,CL,74.82,TRADER_D,GTC,Limit,2024-11-01 08:30:02.448
T0177,B,400,CME,ESM5,4254.53,TRADER_B,Day,Limit,2024-11-01 08:30:09.826
T0193,B,45,CME,ESM5,4250.0,TRADER_C,GTC,Limit,2024-11-01 08:30:11.637
T0183,S,290,CME,ESM5,4251.36,TRADER_C,Day,Limit,2024-11-01 08:30:10.131
T0196,S,420,CME,CL,74.81,TRADER_A,GTC,Limit,2024-11-01 08:30:10.791
T0207,S,285,ICE,RTY,1999.71,TRADER_B,Day,Market,2024-11-01 08:30:12.347
T0233,B,445,CME,ESM5,4248.42,TRADER_C,Day,Market,2024-11-01 08:30:12.641
T0065,B,140,CME,ZBM5,141973.09,TRADER_E,GTC,Limit,2024-11-01 08:30:04.246
T0006,S,160,CME,ZBM5,141977.23,TRADER_A,IOC,Limit,2024-11-01 08:30:02.295
T0241,S,395,CME,ESM5,4247.42,TRADER_A,Day,Limit,2024-11-01 08:30:13.037
T0181,S,280,CME,CL,75.04,TRADER_A,GTC,Limit,2024-11-01 08:30:11.039
T0249,B,320,CME,NQM5,16493.88,TRADER_D,Day,Limit,2024-11-01 08:30:14.403
T0155,B,35,CME,ESM5,4249.59,TRADER_E,GTC,Limit,2024-11-01 08:30:08.742
T0176,B,130,CME,ESM5,4251.92,TRADER_A,GTC,Limit,2024-11-01 08:30:10.763
T0151,B,20,ICE,RTY,1999.57,TRADER_A,Day,Market,2024-11-01 08:30:09.522
T0079,B,220,CME,CL,74.99,TRADER_D,GTC,Limit,2024-11-01 08:30:05.903
T0205,B,145,CME,ZBM5,141962.45,TRADER_E,Day,Market,2024-11-01 08:30:12.225
T0167,B,10,ICE,RTY,1998.37,TRADER_B,Day,Stop,2024-11-01 08:30:09.311
T0095,S,380,ICE,RTY,2000.25,TRADER_E,GTC,Limit,2024-11-01 08:30:06.716
T0102,B,320,CME,ESM5,4253.36,TRADER_B,IOC,Market,2024-11-01 08:30:06.069
T0234,B,200,CME,ZBM5,142129.22,TRADER_D,Day,Limit,2024-11-01 08:30:12.669
T0124,B,25,CME,ESM5,4250.28,TRADER_D,GTC,Limit,2024-11-01 08:30:08.172
T0165,S,25,CME,GC,1948.81,TRADER_E,Day,Limit,2024-11-01 08:30:10.224
T0192,S,330,CME,NQM5,16491.91,TRADER_B,Day,Market,2024-11-01 08:30:10.589
T0223,B,485,CME,ESM5,4253.98,TRADER_C,IOC,Limit,2024-11-01 08:30:12.142
T0225,S,315,CME,CL,75.01,TRADER_E,Day,Limit,2024-11-01 08:30:13.200
T0212,S,80,CME,NQM5,16489.59,TRADER_B,GTC,Market,2024-11-01 08:30:11.572
T0051,S,240,CME,ZBM5,142003.05,TRADER_A,GTC,Market,2024-11-01 08:30:03.505
T0246,S,440,CME,GC,1948.86,TRADER_A,IOC,Limit,2024-11-01 08:30:14.286
T0116,S,65,CME,ZBM5,142025.9,TRADER_A,Day,Limit,2024-11-01 08:30:06.785
T0037,B,425,CME,ESM5,4245.94,TRADER_B,Day,Limit,2024-11-01 08:30:02.800
T0023,B,65,CME,ZBM5,141993.59,TRADER_C,Day,Limit,2024-11-01 08:30:03.110
T0109,S,115,CME,ESM5,4249.48,TRADER_D,Day,Limit,2024-11-01 08:30:06.401
T0200,B,205,CME,NQM5,16495.25,TRADER_E,Day,Limit,2024-11-01 08:30:11.953
T0238,B,390,ICE,RTY,1999.52,TRADER_C,Day,Limit,2024-11-01 08:30:12.872
T0034,B,100,ICE,RTY,1999.86,TRADER_D,Day,Market,2024-11-01 08:30:02.679
T0030,S,255,CME,ESM5,4249.36,TRADER_E,GTC,Market,2024-11-01 08:30:02.497
T0010,S,120,CME,ESM5,4248.11,TRADER_E,Day,Limit,2024-11-01 08:30:01.460
T0245,S,255,CME,ESM5,4253.28,TRADER_E,Day,Market,2024-11-01 08:30:13.219
T0125,S,290,CME,GC,1950.07,TRADER_E,Day,Market,2024-11-01 08:30:07.233
T0016,S,390,CME,ZBM5,142031.05,TRADER_A,IOC,Limit,2024-11-01 08:30:02.767
T0028,B,230,ICE,RTY,1999.06,TRADER_C,IOC,Stop,2024-11-01 08:30:03.361
T0128,S,160,CME,ZBM5,142041.02,TRADER_C,GTC,Market,2024-11-01 08:30:07.376
T0077,B,315,CME,ZBM5,142056.96,TRADER_B,GTC,Market,2024-11-01 08:30:05.846
T0142,B,395,CME,CL,75.0,TRADER_B,Day,Limit,2024-11-01 08:30:08.071
T0007,S,460,CME,ZBM5,141927.3,TRADER_B,Day,Market,2024-11-01 08:30:02.303
T0229,B,120,CME,GC,1949.83,TRADER_D,GTC,Limit,2024-11-01 08:30:12.401
T0113,S,145,CME,ZBM5,141911.28,TRADER_C,GTC,Market,2024-11-01 08:30:07.647
T0168,B,170,CME,ESM5,4252.07,TRADER_C,GTC,Limit,2024-11-01 08:30:10.362
T0122,B,395,CME,NQM5,16500.98,TRADER_B,Day,Market,2024-11-01 08:30:08.098
T0204,S,185,CME,NQM5,16504.88,TRADER_D,GTC,Limit,2024-11-01 08:30:12.160
T0156,S,325,CME,ESM5,4249.42,TRADER_A,Day,Stop,2024-11-01 08:30:08.766
T0222,S,40,CME,ESM5,4252.09,TRADER_B,Day,Market,2024-11-01 08:30:13.059
T0100,S,50,CME,ESM5,4249.96,TRADER_E,GTC,Limit,2024-11-01 08:30:05.990
T0052,S,155,ICE,RTY,1999.84,TRADER_B,Day,Market,2024-11-01 08:30:04.595
T0108,B,450,CME,ESM5,4245.94,TRADER_C,Day,Market,2024-11-01 08:30:07.356
T0220,B,395,CME,ESM5,4249.89,TRADER_E,GTC,Limit,2024-11-01 08:30:11.955
T0166,S,300,CME,ESM5,4248.0,TRADER_A,Day,Limit,2024-11-01 08:30:09.252
T0175,S,445,ICE,RTY,1999.93,TRADER_E,Day,Limit,2024-11-01 08:30:09.717
T0174,B,165,CME,ESM5,4250.56,TRADER_D,Day,Limit,2024-11-01 08:30:09.679
T0087,B,100,CME,ESM5,4247.9,TRADER_B,IOC,Limit,2024-11-01 08:30:06.303
T0199,S,415,CME,ESM5,4250.31,TRADER_D,Day,Limit,2024-11-01 08:30:10.940
T0081,S,120,ICE,RTY,1998.9,TRADER_A,GTC,Stop,2024-11-01 08:30:05.015
T0164,B,460,CME,NQM5,16499.88,TRADER_D,Day,Market,2024-11-01 08:30:09.175
T0055,S,305,CME,ESM5,4251.63,TRADER_E,IOC,Limit,2024-11-01 08:30:03.722
T0129,B,350,CME,ESM5,4251.21,TRADER_D,Day,Limit,2024-11-01 08:30:07.444
T0117,B,90,CME,GC,1950.62,TRADER_B,GTC,Limit,2024-11-01 08:30:07.828
T0031,B,235,CME,ZBM5,141954.52,TRADER_A,IOC,Limit,2024-11-01 08:30:02.500
T0149,S,80,CME,NQM5,16499.59,TRADER_D,GTC,Market,2024-11-01 08:30:08.443
T0184,S,265,CME,GC,1948.17,TRADER_D,Day,Limit,2024-11-01 08:30:11.193
T0185,S,5,CME,ESM5,4250.51,TRADER_E,Day,Market,2024-11-01 08:30:11.233
T0011,S,260,CME,GC,1951.02,TRADER_A,IOC,Market,2024-11-01 08:30:02.500
T0206,B,220,CME,ESM5,4250.66,TRADER_A,IOC,Market,2024-11-01 08:30:11.261
T0062,B,140,CME,ESM5,4250.61,TRADER_B,Day,Limit,2024-11-01 08:30:05.097
T0170,B,415,CME,ZBM5,142009.2,TRADER_E,GTC,Market,2024-11-01 08:30:10.458
T0056,S,500,CME,ESM5,4250.16,TRADER_A,IOC,Market,2024-11-01 08:30:04.761
T0244,B,385,ICE,RTY,2000.48,TRADER_D,Day,Limit,2024-11-01 08:30:14.158
T0057,B,375,CME,CL,74.98,TRADER_B,IOC,Market,2024-11-01 08:30:04.814
T0118,S,480,CME,ZBM5,141971.55,TRADER_C,Day,Limit,2024-11-01 08:30:06.885
T0110,S,425,CME,NQM5,16504.89,TRADER_E,IOC,Market,2024-11-01 08:30:07.457
T0186,B,140,CME,CL,75.1,TRADER_A,Day,Limit,2024-11-01 08:30:11.260
T0089,B,40,CME,NQM5,16493.06,TRADER_D,Day,Limit,2024-11-01 08:30:06.402
T0191,S,180,CME,CL,74.93,TRADER_A,Day,Limit,2024-11-01 08:30:11.501
T0036,S,410,CME,NQM5,16499.3,TRADER_A,GTC,Market,2024-11-01 08:30:03.760
